Case Number,APS Filed,Suspicious Activity,Gender,DOB,US Citizen,State,Product
2021-03-00748,No,Fraudulent Patterns,Male,7/12/1987,Yes,Florida,Retirement Plan
2022-05-01271,No,Elder Financial Exploitation,Male,4/29/1942,Yes,Massachusetts,Fixed Annuity
2022-11-03431,No,Unusual/unexplained Activity,Male,9/21/1957,Yes,Connecticut,Fixed Annuity
2022-07-02101,No,Suspicious Call,Female,2/6/1936,Yes,Michigan,Fixed Annuity
2021-02-00591,No,Money Laundering,Male,9/5/1960,Yes,New Jersey,Fixed Annuity
2021-08-02476,No,Fraudulent Documents,Female,7/24/1979,Yes,Florida,Retirement Plan
2021-10-03069,No,Fraudulent Documents,Male,1/31/1971,Yes,Maryland,Retirement Plan
2022-07-02129,No,Suspicious Call,Male,6/6/1974,Yes,Kansas,Retirement Plan
2022-11-03533,No,Account Takeover,Male,5/2/1967,Yes,California,Retirement Plan
2021-02-00559,No,Producer Misconduct,Female,4/22/1959,Yes,Florida,Retirement Plan
2022-01-00059,No,ACH Fraud,Female,11/13/1938,Yes,Nebraska,Variable Annuity
2021-09-02624,No,Account Takeover,Male,2/1/1942,Yes,Florida,Fixed Annuity
2021-09-02691,No,Fraudulent Patterns,Female,1/5/1949,Yes,Kansas,Retirement Plan
2021-07-01996,No,Unusual/unexplained Activity,Female,3/3/1972,Yes,Connecticut,Variable Annuity
2021-12-03822,No,Suspicious Call,Male,11/25/1977,Yes,California,Retirement Plan
2022-01-00221,No,Suspicious Call,Female,11/30/1953,Yes,Georgia,Retirement Plan
2022-10-03023,No,Elder Financial Exploitation,Male,3/23/1961,Yes,Pennsylvania,Life Insurance
2022-10-03023,No,Elder Financial Exploitation,Female,7/20/1936,Yes,Pennsylvania,Life Insurance
2022-09-02701,No,ACH Fraud,Male,8/29/1981,Yes,Arizona,Retirement Plan
2021-07-02232,No,Suspicious Call,Female,10/4/1936,Yes,New York,Retirement Plan
2021-03-00861,No,Unknown Source of Funds,Female,6/26/1968,No,California,Life Insurance
2022-06-01811,No,Elder Financial Exploitation,Male,12/17/1940,Yes,Pennsylvania,Variable Annuity
2022-01-00204,No,Fraudulent Patterns,Female,11/13/1952,Yes,California,Retirement Plan
2022-03-00631,No,Account Takeover,Male,10/28/1944,Yes,Texas,Variable Annuity
2021-03-00676,No,Unusual/unexplained Activity,Female,11/30/1977,Yes,Texas,Variable Annuity
2021-05-01356,No,Unusual/unexplained Activity,Male,12/29/1962,No,Maryland,Life Insurance
2022-03-00848,No,Suspicious Call,Female,2/18/1949,Yes,California,Retirement Plan
2021-07-02073,No,Unusual/unexplained Activity,Female,11/26/1956,Yes,Foreign,Variable Annuity
2022-12-03596,No,Fraudulent Documents,Male,6/18/1961,Yes,Illinois,Retirement Plan
2022-08-02543,No,Elder Financial Exploitation,Female,2/28/1943,Yes,New York,Fixed Annuity
2021-12-03786,No,Fraudulent Patterns,Female,11/1/1955,Yes,Michigan,Retirement Plan
2021-05-01514,No,Producer Misconduct,Male,3/2/1951,Yes,Virginia,Variable Annuity
2021-09-02758,No,Fraudulent Documents,Male,10/4/1967,Yes,Maryland,Retirement Plan
2021-07-02191,No,Check Fraud,Male,4/24/1961,Yes,Georgia,Retirement Plan
2021-06-01598,No,ACH Fraud,Male,2/10/1969,Yes,Florida,Variable Annuity
2021-11-03395,No,Elder Financial Exploitation,Female,3/7/1942,Yes,California,Retirement Plan
2022-05-01269,No,Producer Misconduct,Male,7/7/1981,Yes,California,Retirement Plan
2022-02-00354,No,Unusual/unexplained Activity,Female,8/25/1975,Yes,Texas,Life Insurance
2022-03-00855,No,Unusual/unexplained Activity,Male,8/8/1983,Yes,Washington,Variable Annuity
2022-03-00855,No,Unusual/unexplained Activity,Female,1/4/1931,Yes,Washington,Variable Annuity
2022-03-00855,No,Unusual/unexplained Activity,Female,7/15/1952,Yes,Washington,Variable Annuity
2021-11-03476,No,Money Laundering,Female,4/8/1948,Yes,New York,Variable Annuity
2021-04-01087,No,Elder Financial Exploitation,Female,4/3/1945,Yes,Illinois,Fixed Annuity
2022-10-03248,No,Account Takeover,Male,11/29/1955,Yes,Missouri,Retirement Plan
2021-09-02748,No,ACH Fraud,Female,10/19/1944,Yes,Virginia,Fixed Annuity
2022-04-00934,No,Unknown Source of Funds,Female,6/1/1974,Yes,Texas,Life Insurance
2022-04-00934,No,Unknown Source of Funds,Female,3/9/1966,Yes,Texas,Life Insurance
2022-11-03286,No,Suspicious Call,Male,11/17/1949,Yes,California,Fixed Annuity
2021-01-00194,No,Fraudulent Patterns,Female,9/4/1936,No,California,Retirement Plan
2022-12-03640,No,Unusual/unexplained Activity,Male,6/29/1965,Yes,Florida,Retirement Plan
2022-02-00479,No,Elder Financial Exploitation,Female,12/4/1949,Yes,Michigan,Retirement Plan
2022-06-01730,No,Money Laundering,Male,12/24/1943,Yes,Illinois,Variable Annuity
2022-06-01730,No,Money Laundering,Female,9/10/1947,Yes,Illinois,Variable Annuity
2021-05-01415,No,Suspicious Call,Male,6/27/1950,Yes,Pennsylvania,Retirement Plan
2022-06-01737,No,Unusual/unexplained Activity,Female,1/3/1944,Yes,Utah,Fixed Annuity
2022-06-01737,No,Unusual/unexplained Activity,Male,4/27/1971,Yes,Utah,Fixed Annuity
2021-04-01242,No,Unusual/unexplained Activity,Male,10/19/1960,Yes,California,Life Insurance
2022-04-00924,No,Unknown Source of Funds,Female,4/19/1954,Yes,South Carolina,Life Insurance
2022-04-00924,No,Unknown Source of Funds,Male,8/5/1962,Yes,South Carolina,Life Insurance
2021-08-02244,No,Fraudulent Documents,Male,6/13/1980,Yes,Illinois,Retirement Plan
2022-06-01822,No,Fraudulent Patterns,Male,6/21/1960,Yes,California,Retirement Plan
2022-08-02477,No,Account Takeover,Female,7/22/1954,Yes,Ohio,Retirement Plan
2022-02-00485,No,Fraudulent Patterns,Male,4/7/1982,Yes,Pennsylvania,Retirement Plan
2022-04-01192,No,Check Fraud,Male,11/14/1962,Yes,Virginia,Retirement Plan
2021-11-03434,No,Fraudulent Patterns,Female,11/11/1950,Yes,Massachusetts,Retirement Plan
2022-11-03326,No,Money Laundering,Female,2/27/1965,Yes,California,Fixed Annuity
2022-03-00676,No,Suspicious Call,Female,3/11/1939,Yes,Kentucky,Retirement Plan
2022-07-02017,No,Unusual/unexplained Activity,Male,1/14/1957,Yes,California,Retirement Plan
2022-06-01729,No,Suspicious Call,Male,10/14/1945,Yes,California,Retirement Plan
2021-01-00230,No,Unusual/unexplained Activity,Male,10/14/1961,Yes,Ohio,Fixed Annuity
2022-12-03824,No,Unusual/unexplained Activity,Male,4/10/1985,Yes,Florida,Retirement Plan
2022-08-02427,No,Money Laundering,Female,6/23/1962,Yes,Virginia,Life Insurance
2021-10-03002,No,Fraudulent Documents,Female,2/1/1972,Yes,Illinois,Retirement Plan
2022-12-03696,No,Fraudulent Patterns,Female,4/29/1972,Yes,Florida,Retirement Plan
2022-03-00622,No,Unusual/unexplained Activity,Female,8/23/1982,Yes,Florida,Life Insurance
2021-01-00134,No,Fraudulent Documents,Male,11/20/1957,No,Texas,Retirement Plan
2021-04-01009,No,Suspicious Call,Male,2/13/1972,Yes,Maryland,Life Insurance
2022-05-01242,No,Unusual/unexplained Activity,Female,11/8/1970,No,California,Life Insurance
2022-12-03672,No,Suspicious Call,Male,4/10/1946,Yes,Maryland,Retirement Plan
2022-11-03425,No,ACH Fraud,Female,4/10/1949,Yes,New York,Retirement Plan
2021-12-03665,No,Suspicious Call,Female,7/6/1957,Yes,New York,Retirement Plan
2021-08-02431,No,Fraudulent Patterns,Male,11/29/1939,Yes,New York,Retirement Plan
2021-12-03835,No,Fraudulent Patterns,Female,11/28/1926,Yes,California,Retirement Plan
2021-01-00038,No,Fraudulent Patterns,Female,4/12/1951,No,Texas,Retirement Plan
2021-04-01228,No,Unusual/unexplained Activity,Male,11/23/1968,Yes,California,Life Insurance
2021-06-01750,No,Money Laundering,Female,10/31/1972,No,Ohio,Life Insurance
2021-07-02169,No,Unusual/unexplained Activity,Female,6/2/1961,Yes,Michigan,Life Insurance
2021-06-01601,No,Fraudulent Patterns,Female,4/22/1970,Yes,Texas,Retirement Plan
2021-04-01297,No,Unusual/unexplained Activity,Female,5/5/1975,No,South Carolina,Life Insurance
2021-12-03798,No,Account Takeover,Male,12/4/1953,Yes,Texas,Retirement Plan
2021-11-03182,No,Suspicious Call,Female,5/5/1936,Yes,Texas,Retirement Plan
2021-08-02354,No,Fraudulent Patterns,Male,11/7/1930,Yes,California,Retirement Plan
2022-08-02411,No,Fraudulent Documents,Male,12/5/1942,Yes,New York,Retirement Plan
2022-03-00708,No,Suspicious Call,Male,10/28/1986,Yes,California,Retirement Plan
2022-05-01267,No,ACH Fraud,Female,11/26/1963,Yes,Illinois,Retirement Plan
2022-06-01711,No,Account Takeover,Male,8/5/1975,Yes,New Jersey,Retirement Plan
2021-04-01280,No,Unusual/unexplained Activity,Male,11/1/1950,Yes,California,Life Insurance
2021-04-01280,No,Unusual/unexplained Activity,Female,11/17/1962,Yes,California,Life Insurance
2022-10-03115,No,Suspicious Call,Female,7/4/1958,Yes,New York,Retirement Plan
2022-11-03464,No,Suspicious Call,Male,12/30/1956,Yes,Alabama,Retirement Plan
2022-07-02022,No,Account Takeover,Male,9/22/1948,Yes,South Carolina,Life Insurance
2022-07-02022,No,Account Takeover,Female,7/2/1953,Yes,South Carolina,Life Insurance
2022-04-01178,No,Suspicious Call,Female,7/29/1955,Yes,Ohio,Retirement Plan
2021-07-02209,No,Producer Misconduct,Female,7/5/1958,No,Foreign,Life Insurance
2021-07-02209,No,Producer Misconduct,Male,4/6/1960,No,Foreign,Life Insurance
2021-07-02209,No,Producer Misconduct,Male,4/21/1952,Yes,Foreign,Life Insurance
2022-01-00171,No,Suspicious Call,Female,11/5/1949,Yes,New York,Retirement Plan
2022-06-01619,No,Check Fraud,Female,12/20/1949,Yes,California,Retirement Plan
2021-12-03735,No,Unusual/unexplained Activity,Female,12/1/1938,Yes,Florida,Variable Annuity
2022-11-03298,No,Fraudulent Patterns,Male,5/8/1932,Yes,New Jersey,Retirement Plan
2022-04-01219,No,Suspicious Call,Female,5/14/1952,Yes,Louisiana,Retirement Plan
2022-04-00971,No,Fraudulent Documents,Male,1/9/1961,Yes,Connecticut,Retirement Plan
2022-10-03209,No,Elder Financial Exploitation,Female,5/5/1936,Yes,New York,Variable Annuity
2022-10-03209,No,Elder Financial Exploitation,Male,10/6/1963,Yes,New York,Variable Annuity
2021-07-02037,No,Fraudulent Documents,Female,1/11/1960,Yes,Maryland,Retirement Plan
2021-10-02979,No,Unknown Source of Funds,Female,2/5/1969,Yes,Florida,Life Insurance
2021-10-02979,No,Unknown Source of Funds,Male,3/12/1964,Yes,Florida,Life Insurance
2021-06-01604,No,Unusual/unexplained Activity,Female,7/15/1942,Yes,Washington,Fixed Annuity
2021-12-03678,No,Suspicious Call,Male,9/1/1952,Yes,New Jersey,Retirement Plan
2021-10-02995,No,Check Fraud,Female,2/21/1967,Yes,North Carolina,Life Insurance
2022-01-00260,No,Account Takeover,Male,8/19/1961,Yes,Texas,Retirement Plan
2022-10-03165,No,Account Takeover,Female,9/11/1960,Yes,Illinois,Retirement Plan
2021-03-00873,No,Account Takeover,Male,5/8/1945,Yes,California,Retirement Plan
2022-02-00419,No,Fraudulent Patterns,Male,4/16/1941,Yes,Florida,Retirement Plan
2021-12-03676,No,Unusual/unexplained Activity,Female,1/2/1969,Yes,Indiana,Variable Annuity
2021-08-02353,No,ACH Fraud,Male,11/9/1953,Yes,Florida,Variable Annuity
2022-01-00233,No,Suspicious Call,Female,10/28/1950,Yes,Florida,Retirement Plan
2022-05-01587,No,Suspicious Call,Male,12/21/1952,Yes,Florida,Retirement Plan
2022-10-03045,No,Account Takeover,Male,5/27/1963,Yes,Texas,Retirement Plan
2021-12-03736,No,Account Takeover,Male,8/4/1973,Yes,Texas,Life Insurance
2021-12-03736,No,Account Takeover,Female,1/23/1974,Yes,Texas,Life Insurance
2022-06-01688,No,Suspicious Call,Male,3/3/1960,Yes,New Jersey,Retirement Plan
2022-09-02841,No,Suspicious Call,Male,7/17/1984,Yes,New York,Retirement Plan
2021-04-01119,No,Check Fraud,Male,1/26/1979,Yes,Virginia,Retirement Plan
2021-08-02358,No,ACH Fraud,Female,7/10/1940,Yes,Ohio,Fixed Annuity
2022-12-03724,No,Elder Financial Exploitation,Female,5/3/1966,Yes,Illinois,Fixed Annuity
2022-08-02461,No,Unknown Source of Funds,Female,1/19/1957,Yes,Michigan,Life Insurance
2022-01-00022,No,Money Laundering,Female,2/27/1970,Yes,Louisiana,Fixed Annuity
2021-04-01277,No,Unusual/unexplained Activity,Male,7/10/1967,No,Maryland,Life Insurance
2021-12-03500,No,Unusual/unexplained Activity,Female,4/6/1985,Yes,Texas,Life Insurance
2021-12-03500,No,Unusual/unexplained Activity,Male,1/10/1985,Yes,Texas,Life Insurance
2022-09-02610,No,Unusual/unexplained Activity,Female,1/7/1937,Yes,Michigan,Life Insurance
2022-04-01157,No,Unknown Source of Funds,Male,8/2/1955,Yes,Washington,Variable Annuity
2021-01-00103,No,Unusual/unexplained Activity,Male,11/19/1966,No,Texas,Life Insurance
2021-07-01967,No,Fraudulent Patterns,Male,1/31/1941,Yes,West Virginia,Fixed Annuity
2021-03-00625,No,Fraudulent Patterns,Male,2/2/1972,Yes,Oregon,Fixed Annuity
2022-12-03847,No,Fraudulent Documents,Female,1/4/1974,Yes,California,Fixed Annuity
2021-12-03680,No,Suspicious Call,Male,9/3/1949,Yes,New Jersey,Fixed Annuity
2021-05-01523,No,Identity Theft,Male,2/3/1972,Yes,Texas,Fixed Annuity
2021-04-01230,No,Unusual/unexplained Activity,Male,4/29/1980,No,California,Life Insurance
2022-09-02596,No,Elder Financial Exploitation,Male,11/15/1945,Yes,New York,Retirement Plan
2021-05-01327,No,Unusual/unexplained Activity,Female,8/24/1948,Yes,Maryland,Life Insurance
2021-05-01327,No,Unusual/unexplained Activity,Male,12/15/1944,Yes,Maryland,Life Insurance
2021-05-01327,No,Unusual/unexplained Activity,Male,3/1/1954,Yes,Maryland,Life Insurance
2021-03-00688,No,Suspicious Call,Male,9/26/1945,Yes,Texas,Variable Annuity
2022-03-00678,No,ACH Fraud,Male,2/21/1947,Yes,Oregon,Variable Annuity
2021-08-02529,No,Elder Financial Exploitation,Female,7/15/1952,Yes,Maryland,Fixed Annuity
2021-03-00713,No,Elder Financial Exploitation,Male,7/11/1951,Yes,Connecticut,Fixed Annuity
2021-10-03055,No,Suspicious Call,Male,2/25/1956,Yes,New York,Fixed Annuity
2021-06-01929,No,Check Fraud,Male,10/20/1982,Yes,Illinois,Retirement Plan
2021-11-03170,No,ACH Fraud,Male,4/22/1947,Yes,Maryland,Fixed Annuity
2021-02-00396,No,Unknown Source of Funds,Female,3/22/1981,Yes,Georgia,Life Insurance
2022-12-03799,No,Money Laundering,Male,3/15/1988,Yes,Texas,Fixed Annuity
2022-12-03646,No,Elder Financial Exploitation,Female,9/16/1951,Yes,South Carolina,Fixed Annuity
2022-03-00538,No,Unusual/unexplained Activity,Male,2/29/1952,Yes,New York,Life Insurance
2022-07-01961,No,Suspicious Call,Female,10/23/1946,Yes,South Carolina,Fixed Annuity
2021-03-00940,No,ACH Fraud,Male,6/4/1951,Yes,Illinois,Retirement Plan
2022-11-03358,No,Unusual/unexplained Activity,Female,9/15/1988,Yes,New Hampshire,Life Insurance
2021-07-02163,No,Elder Financial Exploitation,Female,10/5/1942,Yes,California,Variable Annuity
2021-07-02163,No,Elder Financial Exploitation,Male,6/13/1943,Yes,California,Variable Annuity
2021-12-03764,Yes,Elder Financial Exploitation,Female,8/10/1947,Yes,Illinois,Fixed Annuity
2021-06-01873,No,Fraudulent Documents,Male,11/8/1981,Yes,Alabama,Retirement Plan
2021-03-00885,No,Elder Financial Exploitation,Female,2/9/1942,Yes,Florida,Fixed Annuity
2022-01-00223,No,Unknown Source of Funds,Male,6/16/1961,Yes,Vermont,Life Insurance
2021-07-02040,No,Fraudulent Patterns,Male,10/21/1958,Yes,Florida,Fixed Annuity
2021-05-01531,No,Elder Financial Exploitation,Female,11/23/1973,Yes,California,Variable Annuity
2021-05-01531,No,Elder Financial Exploitation,Male,2/17/1951,Yes,California,Variable Annuity
2022-11-03270,No,Unknown Source of Funds,Male,9/21/1965,Yes,Arkansas,Life Insurance
2022-07-02046,No,Unusual/unexplained Activity,Female,12/23/1961,Yes,North Carolina,Fixed Annuity
2022-06-01755,No,Account Takeover,Male,7/18/1976,Yes,Florida,Fixed Annuity
2021-08-02296,No,Elder Financial Exploitation,Female,4/2/1931,Yes,Texas,Fixed Annuity
2021-07-02151,No,Unusual/unexplained Activity,Female,10/9/1975,No,California,Life Insurance
2022-01-00102,No,Suspicious Call,Male,3/5/1979,Yes,Georgia,Fixed Annuity
2021-03-00639,No,Suspicious Call,Male,7/28/1956,Yes,Ohio,Fixed Annuity
2021-09-02569,No,Unknown Source of Funds,Female,5/8/1972,No,Missouri,Life Insurance
2021-04-01262,No,Suspicious Call,Female,6/21/1969,Yes,Missouri,Fixed Annuity
2021-12-03619,No,Elder Financial Exploitation,Male,7/11/1946,Yes,California,Variable Annuity
2021-04-01170,No,Identity Theft,Male,7/17/1962,Yes,Iowa,Retirement Plan
2021-04-01170,No,Identity Theft,Male,8/5/1980,Yes,Iowa,Retirement Plan
2021-04-01170,No,Identity Theft,Male,1/25/1958,Yes,Iowa,Retirement Plan
2021-04-01170,No,Identity Theft,Female,8/15/1945,Yes,Iowa,Retirement Plan
2022-09-02802,No,Suspicious Call,Female,11/5/1985,Yes,Colorado,Fixed Annuity
2021-06-01810,No,Account Takeover,Male,3/11/1983,Yes,Pennsylvania,Fixed Annuity
2022-01-00254,No,ACH Fraud,Female,10/25/1954,Yes,California,Fixed Annuity
2021-08-02319,No,Elder Financial Exploitation,Female,12/23/1927,Yes,Illinois,Fixed Annuity
2022-08-02372,No,Money Laundering,Male,11/3/1941,Yes,New York,Variable Annuity
2022-02-00366,No,Fraudulent Patterns,Male,8/23/1966,Yes,Hawaii,Fixed Annuity
2022-06-01607,No,Unusual/unexplained Activity,Male,1/16/1987,No,California,Life Insurance
2021-07-02039,No,Unusual/unexplained Activity,Female,6/12/1971,Yes,Montana,Retirement Plan
2022-05-01586,No,Elder Financial Exploitation,Female,12/8/1953,Yes,California,Retirement Plan
2022-05-01264,No,Unusual/unexplained Activity,Female,7/27/1970,Yes,Pennsylvania,Life Insurance
2022-05-01264,No,Unusual/unexplained Activity,Male,6/1/1965,Yes,Pennsylvania,Life Insurance
2021-06-01926,No,Check Fraud,Female,9/27/1946,Yes,Texas,Fixed Annuity
2022-10-03016,No,ACH Fraud,Female,8/31/1979,Yes,Kansas,Fixed Annuity
2022-12-03825,No,Suspicious Call,Female,5/4/1944,Yes,California,Fixed Annuity
2021-07-02157,No,Unusual/unexplained Activity,Female,12/21/1978,No,California,Life Insurance
2021-07-02157,No,Unusual/unexplained Activity,Male,7/10/1972,Yes,California,Life Insurance
2021-07-02157,No,Unusual/unexplained Activity,Female,1/10/1975,Yes,California,Life Insurance
2022-05-01339,No,Unknown Source of Funds,Female,10/26/1986,Yes,Arizona,Fixed Annuity
2022-05-01339,No,Unknown Source of Funds,Female,6/6/1947,Yes,Arizona,Fixed Annuity
2022-05-01339,No,Unknown Source of Funds,Female,1/13/1923,Yes,Arizona,Fixed Annuity
2021-11-03236,No,Elder Financial Exploitation,Female,2/15/1939,Yes,Florida,Life Insurance
2021-11-03236,No,Elder Financial Exploitation,Male,8/1/1933,Yes,Florida,Life Insurance
2021-08-02449,No,Unusual/unexplained Activity,Female,1/11/1957,Yes,Kentucky,Fixed Annuity
2021-10-03008,No,Elder Financial Exploitation,Male,4/21/1944,Yes,California,Fixed Annuity
2022-07-02151,No,Unusual/unexplained Activity,Female,5/3/1960,Yes,Pennsylvania,Fixed Annuity
2022-07-02151,No,Unusual/unexplained Activity,Male,7/4/1931,Yes,Pennsylvania,Fixed Annuity
2022-10-03047,No,Elder Financial Exploitation,Female,4/30/1947,Yes,Ohio,Fixed Annuity
2021-11-03413,No,Elder Financial Exploitation,Female,10/16/1940,Yes,California,Variable Annuity
2022-02-00393,No,Fraudulent Documents,Female,3/30/1945,Yes,Massachusetts,Fixed Annuity
2022-05-01278,No,Suspicious Call,Male,12/16/1947,Yes,California,Fixed Annuity
2021-01-00116,No,Check Fraud,Female,9/3/1948,No,South Carolina,Fixed Annuity
2022-06-01626,No,Account Takeover,Male,2/1/1985,Yes,California,Fixed Annuity
2022-12-03639,No,Fraudulent Patterns,Male,7/28/1930,Yes,Nevada,Fixed Annuity
2022-02-00358,No,Elder Financial Exploitation,Female,12/25/1937,Yes,Texas,Fixed Annuity
2021-06-01766,No,Unusual/unexplained Activity,Female,9/15/1972,Yes,Ohio,Variable Annuity
2021-06-01766,No,Unusual/unexplained Activity,Female,2/19/1979,Yes,Ohio,Variable Annuity
2021-06-01766,No,Unusual/unexplained Activity,Female,1/12/1963,Yes,Ohio,Variable Annuity
2022-09-02646,No,Elder Financial Exploitation,Female,5/7/1949,Yes,Ohio,Fixed Annuity
2021-09-02725,No,Fraudulent Documents,Female,11/13/1978,Yes,Pennsylvania,Retirement Plan
2022-03-00645,No,Suspicious Call,Male,12/19/1967,Yes,Arizona,Fixed Annuity
2022-10-02948,No,Fraudulent Patterns,Female,7/31/1938,Yes,Florida,Fixed Annuity
2022-12-03834,No,ACH Fraud,Male,12/31/1980,Yes,New York,Fixed Annuity
2021-03-00893,No,Fraudulent Documents,Male,12/27/1968,Yes,New York,Fixed Annuity
